geo_id,tract,total_18_to_64_2018_ALL,total_18_to_64_2018_BLACK,total_18_to_64_2018_LATINX,total_18_to_64_2018_WHITE,percent_18_to_64_2018_BLACK,percent_18_to_64_2018_LATINX,percent_18_to_64_2018_WHITE,total_18_to_over_2018_ALL,total_18_to_over_2018_BLACK,total_18_to_over_2018_LATINX,total_18_to_over_2018_WHITE,percent_18_to_over_2018_BLACK,percent_18_to_over_2018_LATINX,percent_18_to_over_2018_WHITE,total_assoc_to_higher_2018_ALL,percent_assoc_to_higher_2018_ALL,total_bach_to_higher_2018_ALL,total_bach_to_higher_2018_BLACK,total_bach_to_higher_2018_LATINX,total_bach_to_higher_2018_WHITE,percent_bach_to_higher_2018_ALL,percent_bach_to_higher_2018_BLACK,percent_bach_to_higher_2018_LATINX,percent_bach_to_higher_2018_WHITE, median_income_all_2018 , median_income_black_2018 , median_income_latinx_2018 , median_income_white_2018 ,totalbelowpov_18_to_64_2018,totalbelowpov_black_2018,totalbelowpov_latinx_2018,totalbelowpov_white_2018,pctbelowpov_18_to_64_2018,pctbelowpov_black_2018,pctbelowpov_latinx_2018,pctbelowpov_white_2018
1400000US48201210400,"Census Tract 2104, Harris County, Texas",2498,394,1786,247,15.8%,71.5%,9.9%,3101,431,2314,285,13.9%,74.6%,9.2%,361,13.3%,268,16,93,130,9.9%,6.0%,34.7%,48.5%," $ 28,933.00 "," $ 10,396.00 "," $ 31,495.00 ", - ,679,710,741,87,27.2%,80.2%,23.7%,30.5%
1400000US48201220200,"Census Tract 2202, Harris County, Texas",1825,143,1562,120,7.8%,85.6%,6.6%,2131,143,1823,165,6.7%,85.5%,7.7%,280,15.3%,253,16,167,70,13.8%,6.3%,66.0%,27.7%," $ 40,588.00 "," $ 65,530.00 "," $ 32,500.00 "," $ 57,250.00 ",385,21,496,42,21.1%,14.7%,21.6%,24.7%
1400000US48201222900,"Census Tract 2229, Harris County, Texas",4265,301,3564,176,7.1%,83.6%,4.1%,5235,534,4143,299,10.2%,79.1%,5.7%,393,9.1%,160,0,108,24,3.7%,0.0%,67.5%,15.0%," $ 50,895.00 "," $ 55,776.00 "," $ 50,420.00 "," $ 90,262.00 ",831,0,1738,0,19.5%,0.0%,27.2%,0.0%
1400000US48201230100,"Census Tract 2301, Harris County, Texas",777,649,95,31,83.5%,12.2%,4.0%,993,818,133,40,82.4%,13.4%,4.0%,145,16.6%,76,69,0,5,8.7%,90.8%,0.0%,6.6%," $ 28,309.00 "," $ 28,897.00 ", - , - ,138,233,41,6,17.8%,24.5%,23.3%,15.0%
1400000US48201231100,"Census Tract 2311, Harris County, Texas",2755,761,1798,233,27.6%,65.3%,8.5%,3106,848,1958,302,27.3%,63.0%,9.7%,224,8.4%,111,8,44,24,4.2%,7.2%,39.6%,21.6%," $ 41,696.00 "," $ 18,172.00 "," $ 54,182.00 "," $ 42,656.00 ",520,341,699,61,18.9%,26.3%,21.1%,20.2%
1400000US48201231500,"Census Tract 2315, Harris County, Texas",1638,1493,142,7,91.1%,8.7%,0.4%,2250,2090,157,7,92.9%,7.0%,0.3%,204,10.0%,159,159,0,0,7.8%,100.0%,0.0%,0.0%," $ 30,517.00 "," $ 24,900.00 "," $ 65,179.00 ", - ,546,1035,145,3,33.3%,37.9%,52.0%,42.9%
1400000US48201231800,"Census Tract 2318, Harris County, Texas",1554,419,1075,60,27.0%,69.2%,3.9%,2038,830,1120,88,40.7%,55.0%,4.3%,255,14.7%,128,103,14,11,7.4%,80.5%,10.9%,8.6%," $ 39,205.00 "," $ 38,182.00 "," $ 38,295.00 "," $ 57,361.00 ",289,141,557,19,18.6%,15.3%,29.3%,19.2%
1400000US48201232200,"Census Tract 2322, Harris County, Texas",11066,3967,3503,2949,35.8%,31.7%,26.6%,12411,4046,4340,3280,32.6%,35.0%,26.4%,5808,50.7%,5173,1908,851,1935,45.2%,36.9%,16.5%,37.4%," $ 63,904.00 "," $ 60,112.00 "," $ 55,248.00 "," $ 123,929.00 ",1193,666,1665,123,10.8%,11.8%,25.6%,2.8%
1400000US48201550100,"Census Tract 5501, Harris County, Texas",3635,1697,1828,195,46.7%,50.3%,5.4%,3702,1733,1828,224,46.8%,49.4%,6.1%,298,9.8%,172,136,77,10,5.6%,79.1%,44.8%,5.8%," $ 25,563.00 "," $ 20,879.00 "," $ 29,208.00 "," $ 30,774.00 ",1306,1492,1080,98,35.9%,56.0%,39.7%,37.3%
1400000US48201541400,"Census Tract 5414, Harris County, Texas",10624,1969,4664,1742,18.5%,43.9%,16.4%,11839,2027,5032,2074,17.1%,42.5%,17.5%,4377,43.8%,3706,1057,1135,776,37.1%,28.5%,30.6%,20.9%," $ 77,848.00 "," $ 85,030.00 "," $ 64,165.00 "," $ 93,607.00 ",685,110,968,64,6.4%,3.6%,12.2%,2.7%
1400000US48201542900,"Census Tract 5429, Harris County, Texas",13393,2146,4222,6151,16.0%,31.5%,45.9%,14557,2225,4618,6757,15.3%,31.7%,46.4%,6019,46.6%,4402,644,1024,2287,34.1%,14.6%,23.3%,52.0%," $ 93,113.00 "," $ 89,167.00 "," $ 77,344.00 "," $ 98,838.00 ",668,295,481,170,5.0%,8.6%,6.6%,2.0%
1400000US48201551800,"Census Tract 5518, Harris County, Texas",2620,136,347,1904,5.2%,13.2%,72.7%,3723,136,440,2842,3.7%,11.8%,76.3%,1999,59.5%,1778,73,202,1332,52.9%,4.1%,11.4%,74.9%," $ 106,023.00 "," $ 95,300.00 "," $ 84,313.00 "," $ 119,408.00 ",91,71,13,68,3.5%,39.2%,2.0%,2.1%
1400000US48201554700,"Census Tract 5547, Harris County, Texas",5128,216,777,3563,4.2%,15.2%,69.5%,6088,297,853,4315,4.9%,14.0%,70.9%,3077,57.4%,2558,208,342,1720,47.7%,8.1%,13.4%,67.2%," $ 99,825.00 "," $ 53,564.00 "," $ 105,493.00 "," $ 106,091.00 ",184,85,51,97,3.6%,25.0%,3.9%,1.7%
1400000US48201551100,"Census Tract 5511, Harris County, Texas",6657,3039,1880,562,45.7%,28.2%,8.4%,7794,3257,2218,774,41.8%,28.5%,9.9%,2023,30.4%,1529,489,179,270,23.0%,32.0%,11.7%,17.7%," $ 37,981.00 "," $ 41,044.00 "," $ 30,365.00 "," $ 48,467.00 ",1195,572,1553,93,18.0%,12.1%,45.8%,11.0%
1400000US48201551500,"Census Tract 5515, Harris County, Texas",5958,2019,2273,813,33.9%,38.2%,13.6%,6537,2214,2300,956,33.9%,35.2%,14.6%,1843,33.5%,1425,356,373,256,25.9%,25.0%,26.2%,18.0%," $ 50,526.00 "," $ 34,286.00 "," $ 68,426.00 "," $ 52,424.00 ",632,581,415,61,10.6%,18.0%,13.7%,5.4%
1400000US48201412000,"Census Tract 4120, Harris County, Texas",2591,94,264,1926,3.6%,10.2%,74.3%,3251,94,273,2556,2.9%,8.4%,78.6%,2522,90.8%,2469,49,191,2017,88.9%,2.0%,7.7%,81.7%," $ 177,313.00 ", - ," $ 52,813.00 "," $ 188,293.00 ",219,1,36,124,8.6%,0.9%,8.8%,4.1%
1400000US48201421000,"Census Tract 4210, Harris County, Texas",1733,49,120,1141,2.8%,6.9%,65.8%,2102,64,135,1425,3.0%,6.4%,67.8%,1530,76.6%,1492,45,65,969,74.7%,3.0%,4.4%,64.9%," $ 163,125.00 "," $ 233,929.00 "," $ 140,781.00 "," $ 159,345.00 ",6,0,0,31,0.3%,0.0%,0.0%,1.6%
1400000US48201100000,"Census Tract 1000, Harris County, Texas",4590,952,892,2444,20.7%,19.4%,53.2%,4997,1036,892,2751,20.7%,17.9%,55.1%,2615,59.6%,2423,289,268,1678,55.2%,11.9%,11.1%,69.3%," $ 84,855.00 "," $ 48,333.00 "," $ 71,991.00 "," $ 100,750.00 ",577,261,37,281,16.6%,38.7%,11.2%,10.8%
1400000US48201221700,"Census Tract 2217, Harris County, Texas",5257,0,4905,352,0.0%,93.3%,6.7%,5811,0,5245,566,0.0%,90.3%,9.7%,141,2.9%,53,0,40,13,1.1%,0.0%,75.5%,24.5%," $ 42,038.00 ", - ," $ 46,343.00 "," $ 28,083.00 ",987,0,1784,205,18.8%,-,23.4%,33.0%
1400000US48201341000,"Census Tract 3410, Harris County, Texas",5725,1142,1754,2160,19.9%,30.6%,37.7%,6606,1183,1962,2792,17.9%,29.7%,42.3%,3224,58.1%,2418,309,618,1092,43.6%,12.8%,25.6%,45.2%," $ 59,124.00 "," $ 41,779.00 "," $ 62,344.00 "," $ 58,088.00 ",524,152,462,160,9.2%,11.8%,18.4%,5.0%
1400000US48201342900,"Census Tract 3429, Harris County, Texas",3901,3,1255,2622,0.1%,32.2%,67.2%,4579,20,1331,3189,0.4%,29.1%,69.6%,1126,26.6%,677,0,51,626,16.0%,0.0%,7.5%,92.5%," $ 82,140.00 ", - ," $ 56,250.00 "," $ 84,240.00 ",510,2,851,369,13.1%,10.0%,39.7%,9.5%
1400000US48201411000,"Census Tract 4110, Harris County, Texas",4248,49,408,3200,1.2%,9.6%,75.3%,5032,49,408,3911,1.0%,8.1%,77.7%,3702,82.8%,3503,19,281,2669,78.3%,0.5%,8.0%,76.2%," $ 95,563.00 ", - ," $ 67,353.00 "," $ 97,465.00 ",359,2,24,352,8.5%,4.1%,4.9%,8.8%
1400000US48201421300,"Census Tract 4213, Harris County, Texas",4989,796,2115,581,16.0%,42.4%,11.6%,5215,893,2128,636,17.1%,40.8%,12.2%,1171,25.3%,976,156,334,100,21.1%,16.0%,34.2%,10.2%," $ 28,644.00 "," $ 40,571.00 "," $ 26,280.00 "," $ 26,523.00 ",1653,778,1705,208,33.8%,54.1%,50.7%,29.2%
1400000US48201433300,"Census Tract 4333, Harris County, Texas",3062,190,1238,866,6.2%,40.4%,28.3%,3907,207,1330,1454,5.3%,34.0%,37.2%,1159,32.6%,1083,0,144,668,30.5%,0.0%,13.3%,61.7%," $ 58,864.00 ", - ," $ 46,875.00 "," $ 67,361.00 ",348,0,679,168,11.4%,0.0%,30.1%,10.9%
1400000US48201454800,"Census Tract 4548, Harris County, Texas",5024,192,1648,2888,3.8%,32.8%,57.5%,6026,248,1817,3540,4.1%,30.2%,58.7%,2268,43.2%,1711,56,476,1046,32.6%,3.3%,27.8%,61.1%," $ 58,638.00 "," $ 80,025.00 "," $ 61,250.00 "," $ 61,467.00 ",420,0,171,334,8.4%,0.0%,6.2%,7.4%
1400000US48201541800,"Census Tract 5418, Harris County, Texas",4303,713,1402,1694,16.6%,32.6%,39.4%,4690,729,1478,1943,15.5%,31.5%,41.4%,1312,31.5%,977,58,86,570,23.5%,5.9%,8.8%,58.3%," $ 52,253.00 "," $ 34,487.00 "," $ 29,618.00 "," $ 75,032.00 ",574,226,873,24,13.3%,24.9%,32.2%,1.1%
1400000US48201230500,"Census Tract 2305, Harris County, Texas",2209,318,1813,47,14.4%,82.1%,2.1%,2676,467,1962,113,17.5%,73.3%,4.2%,254,10.5%,76,41,25,0,3.1%,53.9%,32.9%,0.0%," $ 39,830.00 ", - ," $ 40,982.00 ", - ,555,111,1016,6,25.1%,19.8%,34.7%,5.3%
1400000US48201420400,"Census Tract 4204, Harris County, Texas",2386,186,341,1588,7.8%,14.3%,66.6%,2953,195,389,2089,6.6%,13.2%,70.7%,1785,62.0%,1635,31,156,1237,56.8%,1.9%,9.5%,75.7%," $ 94,879.00 ", - ," $ 67,440.00 "," $ 101,944.00 ",287,78,186,215,12.0%,24.5%,31.3%,8.9%
1400000US48201432100,"Census Tract 4321, Harris County, Texas",4392,906,1242,1345,20.6%,28.3%,30.6%,4683,935,1302,1528,20.0%,27.8%,32.6%,2015,52.3%,1646,179,155,704,42.7%,10.9%,9.4%,42.8%," $ 40,625.00 "," $ 37,206.00 "," $ 22,210.00 "," $ 89,492.00 ",840,59,569,189,19.2%,5.3%,31.3%,10.5%
1400000US48201451100,"Census Tract 4511, Harris County, Texas",2414,472,374,1232,19.6%,15.5%,51.0%,3226,535,397,1908,16.6%,12.3%,59.1%,2074,70.0%,1780,309,115,1195,60.1%,17.4%,6.5%,67.1%," $ 83,102.00 "," $ 82,759.00 ", - ," $ 98,696.00 ",547,115,204,246,22.7%,14.3%,34.4%,11.7%
1400000US48201511100,"Census Tract 5111, Harris County, Texas",2644,82,673,1446,3.1%,25.5%,54.7%,2985,125,761,1611,4.2%,25.5%,54.0%,1910,65.9%,1864,58,331,1129,64.3%,3.1%,17.8%,60.6%," $ 112,969.00 "," $ 187,813.00 "," $ 81,618.00 "," $ 121,667.00 ",91,10,22,98,3.5%,12.3%,2.1%,6.1%
1400000US48201313400,"Census Tract 3134, Harris County, Texas",2066,1564,316,140,75.7%,15.3%,6.8%,2518,1979,339,154,78.6%,13.5%,6.1%,602,29.5%,425,243,25,111,20.8%,57.2%,5.9%,26.1%," $ 30,491.00 "," $ 23,030.00 "," $ 33,750.00 "," $ 81,364.00 ",613,644,124,37,29.7%,26.0%,28.5%,19.1%
1400000US48201231000,"Census Tract 2310, Harris County, Texas",2617,1379,1090,31,52.7%,41.7%,1.2%,3290,1951,1177,45,59.3%,35.8%,1.4%,316,11.3%,168,88,80,0,6.0%,52.4%,47.6%,0.0%," $ 39,010.00 "," $ 40,303.00 "," $ 37,468.00 "," $ 64,125.00 ",287,426,195,0,11.0%,16.9%,11.5%,0.0%
1400000US48201233200,"Census Tract 2332, Harris County, Texas",3709,108,2907,623,2.9%,78.4%,16.8%,4282,123,3206,882,2.9%,74.9%,20.6%,294,8.0%,263,0,155,66,7.2%,0.0%,58.9%,25.1%," $ 49,384.00 ", - ," $ 52,217.00 "," $ 39,167.00 ",513,74,647,109,13.8%,49.7%,12.3%,12.1%
1400000US48201332700,"Census Tract 3327, Harris County, Texas",1521,0,1477,37,0.0%,97.1%,2.4%,1788,0,1715,53,0.0%,95.9%,3.0%,101,6.8%,62,0,51,11,4.2%,0.0%,82.3%,17.7%," $ 38,438.00 ", - ," $ 38,500.00 ", - ,311,0,594,17,20.4%,-,25.7%,32.1%
1400000US48201250500,"Census Tract 2505, Harris County, Texas",3875,825,1028,1846,21.3%,26.5%,47.6%,4425,897,1266,2072,20.3%,28.6%,46.8%,1356,34.1%,926,247,202,444,23.3%,26.7%,21.8%,47.9%," $ 78,611.00 "," $ 90,208.00 "," $ 69,781.00 "," $ 83,000.00 ",272,171,58,263,7.0%,13.3%,2.6%,10.3%
1400000US48201321900,"Census Tract 3219, Harris County, Texas",3518,15,3153,352,0.4%,89.6%,10.0%,4037,15,3493,531,0.4%,86.5%,13.2%,316,9.1%,109,3,88,21,3.2%,2.8%,80.7%,19.3%," $ 53,580.00 ", - ," $ 54,233.00 "," $ 47,946.00 ",258,18,697,34,7.3%,64.3%,14.4%,5.2%
1400000US48201323900,"Census Tract 3239, Harris County, Texas",2452,126,1532,740,5.1%,62.5%,30.2%,2930,150,1732,986,5.1%,59.1%,33.7%,260,9.7%,148,0,54,78,5.5%,0.0%,36.5%,52.7%," $ 31,881.00 "," $ 10,083.00 "," $ 41,100.00 "," $ 26,133.00 ",638,229,552,292,26.1%,90.5%,20.4%,26.4%
1400000US48201551900,"Census Tract 5519, Harris County, Texas",4594,2159,1068,1193,47.0%,23.2%,26.0%,4729,2250,1068,1237,47.6%,22.6%,26.2%,1626,40.1%,1257,667,136,412,31.0%,53.1%,10.8%,32.8%," $ 43,750.00 "," $ 41,441.00 "," $ 51,952.00 "," $ 50,952.00 ",767,340,315,240,16.7%,12.4%,21.7%,17.8%
1400000US48201522000,"Census Tract 5220, Harris County, Texas",2512,216,1442,712,8.6%,57.4%,28.3%,3490,264,1575,1482,7.6%,45.1%,42.5%,1222,40.3%,979,47,200,627,32.3%,4.8%,20.4%,64.0%," $ 50,143.00 "," $ 39,792.00 "," $ 41,724.00 "," $ 59,583.00 ",450,0,814,107,17.9%,0.0%,31.7%,6.4%
1400000US48201530700,"Census Tract 5307, Harris County, Texas",3505,790,2425,246,22.5%,69.2%,7.0%,3845,902,2549,350,23.5%,66.3%,9.1%,373,11.5%,270,96,116,70,8.3%,35.6%,43.0%,25.9%," $ 29,194.00 "," $ 18,852.00 "," $ 31,594.00 "," $ 37,188.00 ",1150,821,1395,44,32.8%,54.7%,37.3%,12.6%
1400000US48201530800,"Census Tract 5308, Harris County, Texas",2506,1723,640,167,68.8%,25.5%,6.7%,3513,2636,640,257,75.0%,18.2%,7.3%,903,27.3%,700,626,21,49,21.2%,89.4%,3.0%,7.0%," $ 39,583.00 "," $ 35,859.00 "," $ 55,766.00 ", - ,447,435,88,98,17.9%,14.7%,8.1%,31.8%
1400000US48201531000,"Census Tract 5310, Harris County, Texas",2493,38,726,1681,1.5%,29.1%,67.4%,2899,50,732,2069,1.7%,25.3%,71.4%,1941,70.0%,1793,0,355,1417,64.7%,0.0%,19.8%,79.0%," $ 123,000.00 ", - ," $ 83,365.00 "," $ 134,397.00 ",208,9,127,75,8.3%,18.0%,12.2%,2.7%
1400000US48201521100,"Census Tract 5211, Harris County, Texas",1474,0,1275,181,0.0%,86.5%,12.3%,1599,0,1336,245,0.0%,83.6%,15.3%,260,18.5%,181,0,13,168,12.9%,0.0%,7.2%,92.8%," $ 38,800.00 ", - ," $ 36,750.00 "," $ 93,906.00 ",445,0,634,49,30.2%,-,32.7%,14.6%
1400000US48201455300,"Census Tract 4553, Harris County, Texas",6030,690,1595,2727,11.4%,26.5%,45.2%,6822,715,1635,3343,10.5%,24.0%,49.0%,2972,50.5%,2637,202,554,1414,44.8%,7.7%,21.0%,53.6%," $ 66,429.00 "," $ 73,500.00 "," $ 62,676.00 "," $ 68,516.00 ",329,90,120,202,5.5%,8.3%,4.8%,5.4%
1400000US48201510700,"Census Tract 5107, Harris County, Texas",3916,240,602,2283,6.1%,15.4%,58.3%,4152,240,646,2475,5.8%,15.6%,59.6%,3166,86.9%,3083,234,389,1787,84.6%,7.6%,12.6%,58.0%," $ 125,275.00 "," 250,000+ "," $ 85,625.00 "," $ 126,275.00 ",159,5,44,122,4.1%,1.6%,6.8%,4.5%
1400000US48201510900,"Census Tract 5109, Harris County, Texas",5896,451,1448,3256,7.6%,24.6%,55.2%,6189,470,1467,3517,7.6%,23.7%,56.8%,4737,81.2%,4274,347,679,2684,73.3%,8.1%,15.9%,62.8%," $ 125,863.00 ", - , - ," $ 139,477.00 ",219,56,114,65,3.7%,9.9%,7.0%,1.7%
1400000US48201521300,"Census Tract 5213, Harris County, Texas",3346,124,2148,693,3.7%,64.2%,20.7%,4066,176,2371,1049,4.3%,58.3%,25.8%,791,21.8%,654,73,51,363,18.0%,11.2%,7.8%,55.5%," $ 41,760.00 ", - ," $ 32,524.00 "," $ 65,125.00 ",681,36,1390,75,20.4%,19.0%,37.2%,6.4%
1400000US48201532100,"Census Tract 5321, Harris County, Texas",4504,1120,2507,618,24.9%,55.7%,13.7%,5242,1216,2814,918,23.2%,53.7%,17.5%,985,21.4%,732,65,123,437,15.9%,8.9%,16.8%,59.7%," $ 31,234.00 "," $ 30,175.00 "," $ 27,170.00 "," $ 65,750.00 ",1418,637,1795,77,31.5%,42.0%,40.9%,7.9%
1400000US48201532800,"Census Tract 5328, Harris County, Texas",1257,194,739,248,15.4%,58.8%,19.7%,1438,246,766,350,17.1%,53.3%,24.3%,345,29.0%,255,37,68,112,21.4%,14.5%,26.7%,43.9%," $ 64,821.00 ", - ," $ 46,648.00 "," $ 86,250.00 ",240,132,230,36,19.1%,46.8%,19.3%,9.5%
1400000US48201532900,"Census Tract 5329, Harris County, Texas",4192,1551,2065,195,37.0%,49.3%,4.7%,4760,1797,2255,275,37.8%,47.4%,5.8%,533,13.4%,311,101,55,83,7.8%,32.5%,17.7%,26.7%," $ 44,514.00 "," $ 42,845.00 "," $ 41,440.00 "," $ 63,333.00 ",673,431,875,0,16.1%,17.9%,24.5%,0.0%
1400000US48201533500,"Census Tract 5335, Harris County, Texas",2790,302,2086,248,10.8%,74.8%,8.9%,3292,376,2283,443,11.4%,69.3%,13.5%,387,13.8%,313,23,128,29,11.2%,7.3%,40.9%,9.3%," $ 56,417.00 "," $ 71,010.00 "," $ 58,110.00 "," $ 40,292.00 ",138,52,369,0,4.9%,12.6%,12.4%,0.0%
1400000US48201541500,"Census Tract 5415, Harris County, Texas",3455,304,1319,893,8.8%,38.2%,25.8%,3830,308,1433,1057,8.0%,37.4%,27.6%,1070,31.3%,898,111,129,228,26.3%,12.4%,14.4%,25.4%," $ 72,762.00 "," $ 95,156.00 "," $ 62,176.00 "," $ 87,991.00 ",383,114,378,31,11.1%,22.8%,15.3%,2.5%
1400000US48201542200,"Census Tract 5422, Harris County, Texas",14603,3704,7777,2612,25.4%,53.3%,17.9%,15419,3801,8180,2902,24.7%,53.1%,18.8%,4606,33.4%,3635,1282,1020,1030,26.4%,35.3%,28.1%,28.3%," $ 80,515.00 "," $ 83,397.00 "," $ 78,058.00 "," $ 94,392.00 ",1173,287,1000,310,8.0%,5.0%,7.9%,7.9%
1400000US48201542600,"Census Tract 5426, Harris County, Texas",3554,234,1271,1734,6.6%,35.8%,48.8%,3979,274,1354,1997,6.9%,34.0%,50.2%,1702,46.1%,1296,56,432,669,35.1%,4.3%,33.3%,51.6%," $ 98,301.00 "," $ 78,529.00 "," $ 79,306.00 "," $ 110,815.00 ",63,0,30,25,1.8%,0.0%,1.5%,0.9%
1400000US48201542700,"Census Tract 5427, Harris County, Texas",3309,188,1264,1587,5.7%,38.2%,48.0%,3927,201,1289,2167,5.1%,32.8%,55.2%,949,26.7%,797,39,124,559,22.4%,4.9%,15.6%,70.1%," $ 57,134.00 ", - ," $ 62,929.00 "," $ 61,150.00 ",405,0,58,321,12.2%,0.0%,3.6%,11.7%
1400000US48201550500,"Census Tract 5505, Harris County, Texas",4021,1436,2188,65,35.7%,54.4%,1.6%,4353,1621,2209,119,37.2%,50.7%,2.7%,759,20.5%,629,375,64,16,17.0%,59.6%,10.2%,2.5%," $ 43,384.00 "," $ 46,630.00 "," $ 43,594.00 "," $ 31,731.00 ",303,359,158,10,7.5%,15.0%,5.2%,6.8%
1400000US48201553300,"Census Tract 5533, Harris County, Texas",4018,1936,1323,609,48.2%,32.9%,15.2%,4240,2026,1335,729,47.8%,31.5%,17.2%,970,30.3%,756,452,198,106,23.6%,59.8%,26.2%,14.0%," $ 32,290.00 "," $ 30,963.00 "," $ 38,634.00 "," $ 39,484.00 ",846,1029,508,65,21.2%,31.6%,25.0%,9.8%
1400000US48201553900,"Census Tract 5539, Harris County, Texas",4699,176,600,3173,3.7%,12.8%,67.5%,6041,360,741,4146,6.0%,12.3%,68.6%,3093,56.9%,2793,174,315,1916,51.4%,6.2%,11.3%,68.6%," $ 131,719.00 "," $ 161,528.00 "," $ 91,208.00 "," $ 135,842.00 ",178,0,38,101,3.8%,0.0%,3.2%,1.9%
1400000US48201554200,"Census Tract 5542, Harris County, Texas",6070,949,1696,2988,15.6%,27.9%,49.2%,6927,949,1729,3686,13.7%,25.0%,53.2%,2817,47.4%,2566,559,370,1239,43.2%,21.8%,14.4%,48.3%," $ 78,452.00 "," $ 86,031.00 "," $ 60,156.00 "," $ 77,034.00 ",495,22,328,477,8.2%,1.7%,12.0%,10.3%
1400000US48201554600,"Census Tract 5546, Harris County, Texas",2706,92,230,2252,3.4%,8.5%,83.2%,3383,124,244,2856,3.7%,7.2%,84.4%,2077,65.9%,1838,58,133,1553,58.3%,3.2%,7.2%,84.5%," $ 126,875.00 "," $ 107,083.00 "," $ 150,625.00 "," $ 126,500.00 ",55,0,9,55,2.0%,0.0%,1.9%,1.5%
1400000US48201210100,"Census Tract 2101, Harris County, Texas",6724,3544,2089,1103,52.7%,31.1%,16.4%,6778,3581,2097,1112,52.8%,30.9%,16.4%,333,6.4%,138,37,12,89,2.7%,26.8%,8.7%,64.5%, - , - , - , - ,0,0,0,0,0.0%,-,0.0%,0.0%
1400000US48201211300,"Census Tract 2113, Harris County, Texas",3516,2262,1267,89,64.3%,36.0%,2.5%,3925,2550,1325,106,65.0%,33.8%,2.7%,505,14.8%,313,246,54,4,9.2%,78.6%,17.3%,1.3%," $ 22,190.00 "," $ 20,467.00 "," $ 31,078.00 ", - ,1135,1441,537,37,32.3%,44.4%,27.1%,28.7%
1400000US48201220600,"Census Tract 2206, Harris County, Texas",2143,281,1816,46,13.1%,84.7%,2.1%,2359,281,1975,103,11.9%,83.7%,4.4%,167,8.4%,117,36,74,7,5.9%,30.8%,63.2%,6.0%," $ 37,321.00 "," $ 14,663.00 "," $ 48,750.00 "," $ 64,318.00 ",547,517,865,24,25.5%,71.6%,27.8%,23.3%
1400000US48201220800,"Census Tract 2208, Harris County, Texas",1977,716,1199,54,36.2%,60.6%,2.7%,2384,918,1376,74,38.5%,57.7%,3.1%,113,6.0%,79,27,52,0,4.2%,34.2%,65.8%,0.0%," $ 23,787.00 "," $ 15,822.00 "," $ 27,043.00 ", - ,966,1103,1096,20,48.9%,74.8%,50.4%,27.0%
1400000US48201222200,"Census Tract 2222, Harris County, Texas",2380,83,2082,176,3.5%,87.5%,7.4%,2646,142,2223,236,5.4%,84.0%,8.9%,163,7.3%,67,11,44,12,3.0%,16.4%,65.7%,17.9%," $ 26,273.00 ", - ," $ 26,053.00 "," $ 49,226.00 ",874,23,1501,48,36.7%,13.8%,46.4%,19.9%
1400000US48201231700,"Census Tract 2317, Harris County, Texas",1869,79,1621,161,4.2%,86.7%,8.6%,2173,79,1905,181,3.6%,87.7%,8.3%,69,3.6%,34,0,27,7,1.8%,0.0%,79.4%,20.6%," $ 31,023.00 ", - ," $ 29,606.00 "," $ 46,607.00 ",534,20,1242,35,28.6%,20.2%,39.4%,19.3%
1400000US48201232000,"Census Tract 2320, Harris County, Texas",2729,1060,1637,32,38.8%,60.0%,1.2%,3275,1553,1680,42,47.4%,51.3%,1.3%,418,14.9%,296,272,24,0,10.6%,91.9%,8.1%,0.0%," $ 53,043.00 "," $ 66,932.00 "," $ 46,111.00 "," $ 39,219.00 ",263,45,771,5,9.6%,2.5%,27.8%,11.9%
1400000US48201421202,"Census Tract 4212.02, Harris County, Texas",2970,240,2652,82,8.1%,89.3%,2.8%,3046,248,2720,82,8.1%,89.3%,2.7%,275,10.8%,237,44,211,0,9.3%,18.6%,89.0%,0.0%," $ 26,326.00 "," $ 28,250.00 "," $ 25,926.00 ", - ,1104,126,2124,66,37.2%,34.4%,47.1%,55.5%
1400000US48201421401,"Census Tract 4214.01, Harris County, Texas",2381,392,1745,87,16.5%,73.3%,3.7%,2477,421,1783,116,17.0%,72.0%,4.7%,220,10.1%,163,59,37,42,7.5%,36.2%,22.7%,25.8%," $ 24,583.00 "," $ 20,114.00 "," $ 26,437.00 ", - ,928,459,1112,171,39.0%,65.2%,40.1%,80.3%
1400000US48201421402,"Census Tract 4214.02, Harris County, Texas",2399,144,2122,77,6.0%,88.5%,3.2%,2489,150,2206,77,6.0%,88.6%,3.1%,94,4.3%,94,0,49,0,4.3%,0.0%,52.1%,0.0%," $ 25,920.00 "," $ 19,844.00 "," $ 26,875.00 "," $ 22,708.00 ",825,71,1437,67,34.4%,34.3%,42.2%,60.9%
1400000US48201421403,"Census Tract 4214.03, Harris County, Texas",2605,425,2095,79,16.3%,80.4%,3.0%,2895,472,2272,130,16.3%,78.5%,4.5%,327,12.9%,247,105,99,41,9.7%,42.5%,40.1%,16.6%," $ 24,767.00 "," $ 24,875.00 "," $ 24,209.00 "," $ 55,417.00 ",981,95,1728,6,37.7%,16.0%,51.6%,4.5%
1400000US48201422301,"Census Tract 4223.01, Harris County, Texas",5551,2654,1529,491,47.8%,27.5%,8.8%,6048,2989,1656,526,49.4%,27.4%,8.7%,1007,19.6%,791,545,18,107,15.4%,68.9%,2.3%,13.5%," $ 35,707.00 "," $ 36,311.00 "," $ 35,938.00 ", - ,1386,885,653,299,25.0%,22.5%,30.2%,51.7%
